text,sentiment,,,,,,
Yay got the Internet on my itouch working,neutral,,,,,,
" Nice! Elise rolled out  Thas wassup! Have fun, ladies!",positive,,,,,,
 have a safe ride up the coast. Don`t be going 90 even though you can.  when its windy just smile cuz u know u have it better.,positive,,,,,,
Sleep....take two....this better work!,positive,,,,,,
"have to wear my glasses today, cos my right eye is swollen and i don`t know why",negative,,,,,,
I lafff the rain,neutral,,,,,,
I love my boy  he makes me so happy... and looks his sexiest in plain black boxers =p,positive,,,,,,
 grrrrrrrrrrrrrr ive barely read any of it,neutral,,,,,,
http://tinyurl.com/ateltl <-- Rocksteady pt II,neutral,,,,,,
 WOOHOOO very cool see I knew u would get to see her,positive,,,,,,
the  2009 convention ( http://tr.im/mLvw ) doesn`t look that great this year  - going to vegas then sounds much more fun,neutral,,,,,,
"  Yes,... I blame you all",negative,,,,,,
And this picture of her with Zack from Saved By The Bell  http://twitpic.com/669lg,neutral,,,,,,
"He can`t fix it.   I guess I`ll write until I get too bored then watch tv. Man, this is lame.",negative,,,,,,
wishes happy mothers` day to all moms out there.,positive,,,,,,
": Potter, are also in that category! Hehe. <3 I love you too!!! So much",positive,,,,,,
 did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious,neutral,,,,,,
" SUPER EXCITED. JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 6/20. AGAIN.  ~SVETLANA J. DENVER,CO",positive,,,,,,
 woop right am off to 'try' to get 2 sleep haha its 2 hot  have a good nightt x,neutral,,,,,,
_Guy Me neither  But itï¿½s getting better,positive,,,,,,
 try #fireflight first... female fronted metal is awesome..  ..  Unbreakable album would be a good start!,positive,,,,,,
Hows that possible? No rain forecast for Pinkpop? And I have no ticket,neutral,,,,,,
 I`m not sure about this tweet business  Why are the simple things so difficult?,negative,,,,,,
" june 15, 1995, chino hills, CA. The 1 day it rained n june in SoCal...we had an outside grad; had 2 move it 2 the gym",neutral,,,,,,
With  walking the streets of Harlem. Home sweet home,positive,,,,,,
Rod stewart`s new song,neutral,,,,,,
 JUST like to clarify that I am a unable to acc. review vibrators as have not testrun any. *not an invitaiton for freebies,negative,,,,,,
Momma martini went food shopping without me!!!!,negative,,,,,,
"  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me",negative,,,,,,
Good Morning. It`s Friday and the start of my work week  But... Lakers are going to take the 4th W tonight. Woohoo GO LAKERS!!!!,positive,,,,,,
"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool....",negative,,,,,,
 Once James Cameron touches something and revolutionizes it... someone else comes along and **** it up,negative,,,,,,
 I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!,negative,,,,,,
nachos and the tudors? i think so,neutral,,,,,,
 Good morning Dan! It`s my Bday and I plan on getting some exercise too today!!  Love ya!! See you in NYC!!!,positive,,,,,,
Just found out a friend and his son fell down a 25ft shaft onto concrete today. They are alive at least. Don`t know much else.,neutral,,,,,,
is tired and sad,negative,,,,,,
They`re gone.,negative,,,,,,
  What`s all your fault?,neutral,,,,,,
 http://twitpic.com/67swx - i wish i was calling you but i can`t from Malta,positive,,,,,,
Have hardly worked out in the last two weeks but am losing weight.  Fear I`m losing muscle!!  Just made doc. appt. for injured foot,negative,,,,,,
 will u say shoutout to NIKKI!!! please   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),positive,,,,,,
 I hide my berry like a slave REGULARLY only today I was caught by massa   & im def not light enough to be a juice pouring slave,neutral,,,,,,
"Won a diamond for my compï¿½tition  , yaayy tomorow its the DIAMOND DANCE OFF !! Were the best  .. Still in montrï¿½al !!",positive,,,,,,
"Sitting here, waiting to go to the gym.....almost left, then realized I never charged my iPod from my trip to Wisconsin....it`s dead",neutral,,,,,,
 Fighter - Christina Aguilera. LOVE that song,positive,,,,,,
warmed up nicely outside.  sucks being stuck inside coding,neutral,,,,,,
"http://twitpic.com/4wu0a - Sunny day at vivocity, yupz just showered.. Runs into airconditioned mall..",neutral,,,,,,
 I know it`s against the law... I am a rebel in small things.,positive,,,,,,
" Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  ht.. http://twurl.nl/oaerf4",positive,,,,,,
 BabyLove em homenagem ao Baby D,positive,,,,,,
won`t be going to the Oxford Internet Institute Sunner Doctoral Programme in Brisbane: lack of funding,negative,,,,,,
I don`t saw the movie,neutral,,,,,,
 all ur pic it`s so nice  look so cute..oh!!,positive,,,,,,
"watching a film, recovering from my operation",positive,,,,,,
My day on the computer is about to end. Dang. I hate not being allowed on the computer.,negative,,,,,,
i`m going to kill myself T_T . i wasted hundreds of download and realised i got the wrong one,negative,,,,,,
"Guys, follow  for the RX Twitterwar!!!! DD GO GINOOOO!!!",neutral,,,,,,
"School is going to be absolutely horrible today. Peace out, `09",negative,,,,,,
 http://twitpic.com/4wh5x - LUCKY! I`m so jealous even though I don`t like her that much,negative,,,,,,
 sadface,negative,,,,,,
I get the feeling  is going to make me wait until I get home to tell me I`m denied vittles from BWW.,neutral,,,,,,
_hand Oops! I completely forgot!,negative,,,,,,
" No problem. At least look on the floor. We won`t see the banana skin in our brains ... I step on it once, almost got killed",neutral,,,,,,
dam i missed hollyoaks 2nite!,negative,,,,,,
 there`s relisting fees when you don`t complete a sale?  that sucks!,negative,,,,,,
   _coach   IMHO this soft is the best to keep the chaos straight   http://bit.ly/yuFil,positive,,,,,,
 I was being childish lol cos one of them said that pic of Jake in Down to earth made them vomit,neutral,,,,,,
 err i think they`re like 15 bucks a ticket cause its 3D too. too expensive,negative,,,,,,
" Aww Stanley, have you still got him, they can live for like 20 years right?  x",neutral,,,,,,
 http://twitpic.com/4u5h8 - leon looks supa` fly on that mini couch,positive,,,,,,
_carter Hey Brian Littrell is there!! He doesnt really like this kinda pages rigth?  kisses! I loev you guys!,positive,,,,,,
" did you go to uga? If so, I liked you better before I knew! Ha!",positive,,,,,,
is having trouble breathing through the pain..and now i have a **** fever...   (^~^)<^>,negative,,,,,,
I`m feel deflated. Ugh. No more dog.,negative,,,,,,
"_grant  Hey Donna, lovely to see you on Twitter.",positive,,,,,,
  read something happy?,positive,,,,,,
Good morning from RSA Twitterverse!! Please send me some happy vibes & cheerfulness today I`m feeling a little sad,neutral,,,,,,
CloneCloud: actually it`s distant processor provisioning  like the idea http://bit.ly/b9v90,neutral,,,,,,
Well that is nice.  Loving the new Friends organiser too.,positive,,,,,,
 It is a recession,neutral,,,,,,
 I REEEALLY wish I could be there  haven`t been n a while.what`s goin on down there lately?,positive,,,,,,
 Can I also have a swirly flat white?,neutral,,,,,,
I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d,positive,,,,,,
 oh poor you  atleast get paid for staying back or?,neutral,,,,,,
 Ghunghte Mein Chanda Hai Phir Bhi Hai Phela Chaaron Aur Ujala i love that songggggg ps  i got lost in morrisons,neutral,,,,,,
 you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang,positive,,,,,,
" lmao, yep",neutral,,,,,,
Aaaaaaaa!! I hate **** winshit!!,negative,,,,,,
Ugh i hate not having my car!! i miss you my little ford focus!!!,negative,,,,,,
"To every mom, mommy and mother, Happy Mother`s Day   Hope you all do something special and fun today.",positive,,,,,,
I have to go to work.,neutral,,,,,,
is soo in love with beyonce`s song 'smash into you',positive,,,,,,
Did it!!  back in pakistan! - http://bkite.com/07kBP,neutral,,,,,,
 me too  what are you doing?,neutral,,,,,,
Huge headache...goodnight!!,neutral,,,,,,
 that sucks,negative,,,,,,
 that`s what she said?,neutral,,,,,,
"Had a good time out , now I must sleep lol. Gym & dance rehearsals in like 5 hours,",positive,,,,,,
the trip was really great. but i cant belive summers here,neutral,,,,,,
 - halla!!! doing ok- got a cold but trying to ignore it  how about you?,neutral,,,,,,
tweeting from ally court for the last time.... its a sad sad moment,negative,,,,,,
_iddon blerrrrrrrrrrgh. im too hot and all sticky,negative,,,,,,
having my dinner. eating bangus.  it`s a fish.,neutral,,,,,,
i feel very ill. i think im dehydrated,negative,,,,,,
Biology final today. Then home to prepare for psychology.,neutral,,,,,,
I think Steph will enjoy her first Mother`s Day tomorrow.,positive,,,,,,
Just got home from school. Doing assignments.,neutral,,,,,,
"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud",positive,,,,,,
whos going to see reemer on wednesdayy  me and kirsty are going (A) im well exited !!!,positive,,,,,,
 I miss having u as a roommate,negative,,,,,,
 jersey weather - and good on you for the charity drive!,positive,,,,,,
" Oh, I didn`t realize its on at 830 as well- already at work- or as today still in the car, don`t ask",neutral,,,,,,
 ~ I`m sure that would make Mr. Koons very happy,positive,,,,,,
Happy Mother`s day VALK!!,positive,,,,,,
i know im wrong .. just give me one more chance   sEnti .. :],neutral,,,,,,
would like to have a gaming system,positive,,,,,,
 I`ve been here since 3 and i`m here for 8 more hours tomorrow,neutral,,,,,,
"_rosaen i LOVE your new bracelets!! im a very proud sista...you rock, girly",positive,,,,,,
"Going home to enjoy what is left of the day - I can`t believe how quickly this week flew by, no time for tweets",positive,,,,,,
 laze about ! It`s. The bank holiday law,neutral,,,,,,
Potluck for danielle taking veggie tray. I will miss her,negative,,,,,,
"i think my cold is getting worse, not better!!  i cant stop coughing - it really sucks!!",negative,,,,,,
" time to start unfollowing some people, i think",neutral,,,,,,
 my  tix are in limbo....as usual  #UPSsucks,negative,,,,,,
oooh gosh Google Wave is looking pretty sexy. Lunch time`s over though  Back to Powerpoint (significantly less sexy),neutral,,,,,,
Off to go B&Q for new outdoor furniture,neutral,,,,,,
Sachie: YNA DOESN`T KNOW OUR PASSWORD YET,neutral,,,,,,
 my interview if picked is NY too. But you probably forgot about me after blogtalk radio.,negative,,,,,,
Why am I having such a hard time falling asleep,negative,,,,,,
"oh kasa, please lose the hair do",negative,,,,,,
Im just thinking bout life. I need my bed. My fiance is in bed first,neutral,,,,,,
Flat tire city,neutral,,,,,,
I hate the exams . first time and last time in this school  then i`m out ! after 10 years! yaaaay !,neutral,,,,,,
 hope u did alright on the final,positive,,,,,,
"Hey #socialmediatv  - I`m new here  - is this a recorded show, viewable later too?  thanks  (Social Media TV live > http://ustre.am/2NjV)",positive,,,,,,
Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here,positive,,,,,,
Schwarzenegger proposes closing 220 state parks   http://bit.ly/MhKz0,neutral,,,,,,
http://twitpic.com/4wgp2 - Bambi will eat you,neutral,,,,,,
is at home with a pukey boy! Poor little baby,negative,,,,,,
 He`s an amazing jockey! Saw that Clydesdale commercial too..loved it!,positive,,,,,,
 let me know how it goes babe  good luck!,positive,,,,,,
" Good morning   Been here since 4am, just quiet.  How are you?",positive,,,,,,
Amazing night at the drive in,positive,,,,,,
Sam can go shoot her self.,negative,,,,,,
Midnight ice-cream weather! So **** bored,negative,,,,,,
 guns and roses baby! yay!  was hopin you would blip.fm it,positive,,,,,,
I kinda like not having a car but there have been situations lately where I have been prevented from participating due to my carlessness.,negative,,,,,,
Sooo the Children`s Museum was closed for a fund raiser when we got there.  annoying,negative,,,,,,
"Free for all... good nite I mean its a good nite, wateva",positive,,,,,,
Pulled in all directions and not knowing where to go,negative,,,,,,
I`m a senior. I should of been already.,neutral,,,,,,
"Yea, someone is getting the best of me.",negative,,,,,,
Cleaning all day today after he runs off to do his stuff and setting my schedule for the week.  I feel much better now and calmer too!,positive,,,,,,
using yahoo pipes to combine feeds - doable & reliable I guess,positive,,,,,,
sometimes spam leaks in to the message board.,neutral,,,,,,
 that`s odd as it`s on my lap  maybe that`s your cat O: s:,negative,,,,,,
 no cuz i feel the same way....,neutral,,,,,,
"leaving work, going to crystal to search for her license, picking her and bia up, then heading to vegas. ugh i`m tired already",negative,,,,,,
